Country,Region,Year,Inflation Rate (%),Date
United Kingdom,Europe,2019,1.5,2019-01-01
United Kingdom,Europe,2020,1.2,2020-01-01
United Kingdom,Europe,2021,3.0,2021-01-01
United Kingdom,Europe,2022,4.6,2022-01-01
United Kingdom,Europe,2023,3.4,2023-01-01
United Kingdom,Europe,2024,3.6,2024-01-01
United States,North America,2015,1.7,2015-01-01
United States,North America,2016,1.5,2016-01-01
United States,North America,2017,1.6,2017-01-01
United States,North America,2018,2.6,2018-01-01
United States,North America,2019,2.1,2019-01-01
United States,North America,2020,1.3,2020-01-01
United States,North America,2021,3.0,2021-01-01
United States,North America,2022,4.5,2022-01-01
United States,North America,2023,3.4,2023-01-01
United States,North America,2024,3.3,2024-01-01
Uruguay,South America,2015,7.3,2015-01-01
Uruguay,South America,2016,6.6,2016-01-01
Uruguay,South America,2017,6.2,2017-01-01
Uruguay,South America,2018,7.1,2018-01-01
Uruguay,South America,2019,7.3,2019-01-01
Uruguay,South America,2020,6.7,2020-01-01
Uruguay,South America,2021,9.5,2021-01-01
Uruguay,South America,2022,9.8,2022-01-01
Uruguay,South America,2023,9.6,2023-01-01
Uruguay,South America,2024,8.9,2024-01-01
Uzbekistan,Asia,2015,9.0,2015-01-01
Uzbekistan,Asia,2016,9.6,2016-01-01
Uzbekistan,Asia,2017,10.4,2017-01-01
Uzbekistan,Asia,2018,10.3,2018-01-01
Uzbekistan,Asia,2019,8.9,2019-01-01
Uzbekistan,Asia,2020,9.0,2020-01-01
Uzbekistan,Asia,2021,11.8,2021-01-01
Uzbekistan,Asia,2022,13.4,2022-01-01
Uzbekistan,Asia,2023,12.2,2023-01-01
Uzbekistan,Asia,2024,11.2,2024-01-01
Vanuatu,Oceania,2015,2.5,2015-01-01
Vanuatu,Oceania,2016,2.3,2016-01-01
Vanuatu,Oceania,2017,2.6,2017-01-01
Vanuatu,Oceania,2018,2.8,2018-01-01
Vanuatu,Oceania,2019,2.5,2019-01-01
Vanuatu,Oceania,2020,1.4,2020-01-01
Vanuatu,Oceania,2021,4.1,2021-01-01
Vanuatu,Oceania,2022,5.1,2022-01-01
Vanuatu,Oceania,2023,4.4,2023-01-01
Vanuatu,Oceania,2024,3.9,2024-01-01
Venezuela,South America,2015,44.1,2015-01-01
Venezuela,South America,2016,43.7,2016-01-01
Venezuela,South America,2017,51.0,2017-01-01
Venezuela,South America,2018,50.5,2018-01-01
Venezuela,South America,2019,50.5,2019-01-01
Venezuela,South America,2020,47.8,2020-01-01
Venezuela,South America,2021,54.0,2021-01-01
Venezuela,South America,2022,56.3,2022-01-01
Venezuela,South America,2023,54.0,2023-01-01
Venezuela,South America,2024,50.7,2024-01-01
Vietnam,Asia,2015,2.5,2015-01-01
Vietnam,Asia,2016,2.8,2016-01-01
Vietnam,Asia,2017,3.5,2017-01-01
Vietnam,Asia,2018,3.7,2018-01-01
Vietnam,Asia,2019,2.8,2019-01-01
Vietnam,Asia,2020,2.4,2020-01-01
Vietnam,Asia,2021,5.2,2021-01-01
Vietnam,Asia,2022,6.9,2022-01-01
Vietnam,Asia,2023,5.3,2023-01-01
Vietnam,Asia,2024,4.4,2024-01-01
Yemen,Asia,2015,10.4,2015-01-01
Yemen,Asia,2016,9.6,2016-01-01
Yemen,Asia,2017,9.5,2017-01-01
Yemen,Asia,2018,10.7,2018-01-01
Yemen,Asia,2019,10.3,2019-01-01
Yemen,Asia,2020,9.3,2020-01-01
Yemen,Asia,2021,12.1,2021-01-01
Yemen,Asia,2022,13.3,2022-01-01
Yemen,Asia,2023,13.4,2023-01-01
Yemen,Asia,2024,11.0,2024-01-01
Zambia,Africa,2015,11.6,2015-01-01
Zambia,Africa,2016,11.6,2016-01-01
Zambia,Africa,2017,12.8,2017-01-01
Zambia,Africa,2018,11.4,2018-01-01
Zambia,Africa,2019,11.1,2019-01-01
Zambia,Africa,2020,9.7,2020-01-01
Zambia,Africa,2021,14.0,2021-01-01
Zambia,Africa,2022,14.7,2022-01-01
Zambia,Africa,2023,14.2,2023-01-01
Zambia,Africa,2024,14.0,2024-01-01
Zimbabwe,Africa,2015,24.0,2015-01-01
Zimbabwe,Africa,2016,24.9,2016-01-01
Zimbabwe,Africa,2017,24.8,2017-01-01
Zimbabwe,Africa,2018,26.5,2018-01-01
Zimbabwe,Africa,2019,25.7,2019-01-01
Zimbabwe,Africa,2020,23.2,2020-01-01
Zimbabwe,Africa,2021,26.7,2021-01-01
Zimbabwe,Africa,2022,30.1,2022-01-01
Zimbabwe,Africa,2023,28.1,2023-01-01
Zimbabwe,Africa,2024,24.4,2024-01-01
